music,streams
Ha eddig nem kellettem,"[78971, 136826, 122660, 106386, 95234, 88490, 80990, 71467, 61445, 55229, 53788, 53388, 48952, 48420, 52915, 51434, 49344, 39864, 43891, 45981, 46464, 47453, 47524, 42491, 40855, 43430, 41279, 42834, 40841, 41032, 43623, 39906, 34392, 37223, 42604, 43279, 52592, 44768, 38973, 36515, 37730, 35100, 39288, 42124, 39825, 39554, 42704, 45706, 48657, 48741, 51134, 58398, 46198, 37191, 37215]"
TISZALÖK,"[173973, 143935, 146456, 140942, 144852, 139986, 132167, 128380, 120935, 119833, 115822, 109025, 104830, 101734, 98861, 99084, 80227, 91090, 89144, 85669, 92203, 88547, 103395, 90576, 90613, 97667, 96039, 100673, 95916, 96266, 95956, 89441, 89042, 92149, 98119, 98365, 92709, 86714, 83766, 87470, 86139, 81565, 83083, 84003, 92383, 114426, 115240, 103561, 102662, 99137, 98742, 103916, 106632, 107715, 112865, 100324, 101387, 93543, 90477, 84332, 78799, 74602, 76083, 78130, 83252, 84618, 79137, 78470, 63349, 69611, 68731, 65570, 58890, 58538, 65069, 59967, 59641, 58237, 64755, 74165, 65794, 66851, 56942, 70183, 72201, 65342, 60417, 66186, 66698, 63181, 67859, 67873, 66320, 65959, 65401, 71381, 72642]"
PLAYBÁNIA,"[142521, 103528, 105091, 103015, 101713, 93099, 85205, 81515, 66861, 68721, 74310, 64777, 60961, 60064, 56189, 55708, 43111, 47841, 49877, 49282, 46250, 44524, 44677, 43633, 42623, 43771, 44549, 43394, 41778, 40149, 43658, 39716, 40096, 40151, 40282, 38791, 38894, 35867, 35299, 34143, 34598, 34146, 33844, 38171, 44833, 37038, 35939, 36856, 37963, 37975, 38926, 41227, 38824, 37882]"
HOLNAP,"[141391, 100078, 92721, 81393, 79320, 70981, 62537, 57391, 48390, 49423, 46054, 39599, 38549, 38929, 35922, 34918, 30151, 34359, 33726, 31823, 31498]"
POP,"[128799, 103530, 96374, 93846, 96502, 94236, 83783, 73081, 57740, 58154, 55379, 49487, 48175, 46882, 43416, 43308, 35199, 38188, 38086, 37028, 37843, 36042, 33265, 34009, 32653, 31800, 38545]"
Gyönyör,"[102014, 74752, 65586, 61624, 53778, 51110, 48433, 43023, 41624, 42314, 41181, 36474, 34318, 36443, 31231, 29926, 39312, 37945, 37265, 37476, 40638, 43989, 45205, 44438, 32863, 33532]"
Hideg az éj,"[50184, 61760, 116098, 158390, 217234, 228352, 223250, 206526, 188157, 177183, 191776, 166769, 146508, 136112, 128858, 106922, 122591, 118638, 98411, 113132, 135851, 117511, 106679, 108024, 105743, 104782, 117120, 106609, 97483, 98606, 91013, 91538, 95027, 84458, 75019, 74395, 74724, 69659, 61768, 61466, 60937, 60618, 62035, 60451, 59168, 56273, 64093, 72663, 72462, 77126, 82508, 87513, 85939, 77820, 82458, 84251, 94873, 89393, 80669, 77023, 70013, 71122, 69036, 67333, 73681, 72939, 67932, 58024, 59403, 54726, 51787, 49116, 46716, 38732]"
Romantic Homicide,"[28535, 32727, 34695, 38492, 39121, 37992, 38787, 35192, 36414, 37147, 36395, 37290, 34995, 35653, 34261, 36580, 38297, 37077, 35146, 34269, 31801]"
Palvin,"[106968, 175498, 156015, 146846, 131626, 122576, 119328, 112977, 107707, 96053, 90187, 84831, 80600, 85513, 80212, 84114, 84576, 82801, 79609, 77701, 81918, 72746, 64653, 61236, 59546, 63357, 60639, 57097, 62964, 58335, 57803, 59918, 60443, 59119, 57897, 59290, 61263, 56597, 56158, 56499, 56453, 53863, 53834, 52366, 49208, 50248, 49268, 47154, 47587, 47971, 44076, 44948, 41497, 48674, 46240, 44784, 41989, 39504, 38500]"
Hajnalokig,"[85794, 149235, 133652, 124643, 110453, 99506, 93682, 83691, 78167, 70441, 64897, 59421, 57419, 61390, 59262, 62785, 62221, 58606, 55653, 54221, 58210, 46961, 46207, 42839, 42229, 45372, 44835, 41628, 42550, 39587, 39274, 39470, 39085, 35652, 34793, 37570, 37194, 35951, 39523, 39840, 38598, 38036, 36952, 34768]"
Káosz,"[35402, 35990, 35311, 32980, 32456, 36359, 33917, 40306, 33117, 35405, 34879, 33611, 39146, 46054, 31977, 32435, 44409, 56299, 32693, 34515, 41224, 40887, 38253, 41979, 39675, 39305, 35864, 39246, 38833, 40655, 37985]"
Tenger,"[33728, 48494, 72499, 98211, 113173, 111595, 116832, 126072, 126559, 126284, 123503, 122452, 116047, 114908, 96415, 93439, 94745, 97648, 90779, 92108, 77448, 75425, 75112, 67828, 64858, 61382, 59695, 59352, 60860, 57926, 52936, 54030, 57141, 55157, 57103, 50814, 45928, 46440, 46908, 45341, 42689, 40503, 39905, 40974, 40077, 40031, 41407, 43503, 41802, 43070, 43422, 45608, 45602, 44365, 46225, 46649, 44258, 43039, 47331, 42024, 44578, 41852, 42397, 43574, 41686]"
1755,"[30976, 35257, 39299, 40169, 42556, 40413, 38850, 39551, 37311, 38318, 38197, 36720, 36230, 35790, 29722, 30531, 33132, 31372, 30791]"
Die For You,"[28991, 29446, 29937, 29475, 29627, 37939, 30997, 31623, 33578, 40838, 39336, 37256, 38598, 43133, 46862, 46738, 49303, 52880, 51727, 52689, 56973, 54910, 51997, 50413, 50240, 48992, 43111, 46072, 45594, 41560, 38535, 39149, 37143, 35910, 35979, 36848, 36063, 34904, 33548, 33893, 35368, 36385, 34611, 35622, 35928, 38179, 38087, 37113, 35461, 35281, 36854, 40274, 38652, 40692, 43276, 39715, 39150]"
Unholy (feat. Kim Petras),"[361861, 305521, 276445, 265725, 247844, 230837, 214193, 197184, 172790, 160102, 151770, 148479, 148190, 120267, 147731, 131788, 135597, 132932, 116439, 143706, 117796, 109144, 105057, 97972, 103569, 100168, 95657, 96213, 85368, 83008, 79370, 75208, 72684, 69279, 66109, 60142, 55503, 56668, 54562, 56031, 49810, 48629, 49545, 46333, 46982, 47675, 44773, 41427, 39345, 38213, 39335, 37130, 37720, 38481]"
STAR WALKIN' (League of Legends Worlds Anthem),"[82768, 71734, 58765, 54506, 48355, 38861, 41001, 37999, 34432, 32219, 31143, 33302, 32935, 33132, 33453, 32467, 31086, 31455, 53636, 46657, 40401, 36502, 35431, 34635]"
Pak Pak,"[100113, 169426, 144495, 128483, 114462, 103739, 91011, 85782, 83320, 78879, 74073, 72423, 63715, 65603, 62457, 62424, 60944, 58350, 55363, 55736, 50694, 49695, 48271, 48691, 47215, 45845, 48396, 42100, 40507, 40849, 41429, 40752, 42233, 37352, 35276, 35305]"
Szétszeretlek,"[55150, 44743, 41005, 40550, 37976, 36607, 33705, 31715, 31099, 34262, 36124, 29356, 32949, 35139, 32663, 32935, 35258, 37004, 37253, 38600, 38451, 40173, 38105, 39345, 43576, 52129, 48468, 42945, 51955, 50466, 45389, 48016, 50322, 50882, 48353, 48762, 47073, 45548, 46709, 46115, 45974, 43692, 47173, 44788, 46275, 41431, 44074, 46005, 46925, 43822, 39282, 41780, 37458, 38935]"
Calm Down (with Selena Gomez),"[29321, 31282, 34958, 33365, 31508, 33355, 30260, 31267, 30177, 37983, 40459, 42912, 52192, 53343, 52010, 52601, 52838, 55334, 55558, 54162, 55952, 54983, 58654, 51765, 52791, 52703, 51038, 50726, 41971, 44697, 44586, 43737, 42232, 43627, 44307, 42162, 41658, 41931, 37848, 36930, 37473, 37962, 36935, 35657, 34700, 38092]"
Miss You - Bonus Track,"[58646, 108581, 89981, 81125, 80661, 80947, 77734, 76562, 68467, 70450, 70304, 62738, 83959, 77784, 75625, 74074, 69430, 62901, 60547, 57158, 52308, 50198, 48056, 43393, 40173, 42136, 36515, 36591, 36281, 35458, 34508]"
Mockingbird,"[65946, 92311, 93140, 94050, 99638, 108296, 105541, 101008, 101542, 102150, 87547, 89768, 92713, 92060, 90296, 85557, 75474, 70798, 66476, 62646, 59249, 56904, 58487, 65035, 70839, 67732, 72675, 66441, 61100, 56876, 57184, 55122, 52193, 51977, 52907, 48664, 46932, 44163, 43124, 41593, 39284, 39467, 40205, 39323, 38254, 37641, 37895, 38672, 39606, 39929, 39767, 39567, 39154, 38680, 39271, 39034, 40001, 38243, 42780, 53294, 52759, 53349, 44914, 43907, 45980, 45283, 44264, 41949, 40188, 39958, 38060]"
Give It To Me - Full Vocal Mix,"[30057, 30714, 29862, 31163, 32464, 30618, 30928, 35060, 40348, 36954, 35126, 38979, 45237, 47044, 40765, 40419, 40713, 43929, 43103, 46045, 46519, 43333, 40229, 42628, 47664, 47874, 46830, 46918, 49938, 46873, 51460, 55288, 56673, 53328, 54210, 54200, 53019, 46318, 49568, 46508, 46680, 46710, 46906, 45130, 46313, 47744, 48140, 48003, 44487, 43673, 43714, 44726, 43860, 43376, 43285, 42353, 42916, 46556, 45970, 52906, 55676, 53360, 53649, 54169, 53782, 52436, 56680, 57163, 56494, 60199, 55283, 59344, 60629, 53042, 62862, 58909, 61526, 56360, 56695, 62478, 64479, 58788, 62463, 64185, 65266]"
Anti-Hero,"[141749, 117137, 104994, 87548, 75313, 65845, 57745, 51414, 48322, 40629, 53027, 49865, 51156, 55063, 52022, 48176, 47080, 44255, 41104, 39577, 40980, 46018, 45538, 45867, 41235, 40552, 39996, 39160, 38606, 37409, 37484, 40729, 36058, 35184, 35581, 36122, 34063]"
Papa,"[100983, 288366, 263596, 271535, 242661, 224545, 206327, 208268, 202660, 172147, 173580, 167568, 154007, 162892, 161400, 156705, 142134, 145516, 141405, 151843, 203054, 201112, 209162, 206667, 179049, 176883, 177352, 185669, 179075, 167367, 145047, 138443, 128703, 128044, 116401, 115546, 110159, 121461, 124703, 117345, 106782, 104204, 104079, 104192, 107696, 105494, 117961, 115461, 112417, 111752, 118471, 138666, 132162, 129953, 130788, 135402, 131185, 121527, 105104, 105973, 96364, 83468, 87593, 84455, 81439, 68689, 62531, 63092, 62134, 63993, 58087, 58819, 56886, 54293, 56633, 51609, 50197, 50265, 46604, 43428, 43087, 44571, 48538, 74510, 86281, 95937, 95204, 91419, 98471, 99805]"
Topshit,"[92023, 313301, 251857, 220589, 187518, 171756, 155972, 151167, 143033, 123758, 127254, 126091, 126011, 127454, 128423, 118811, 116420, 116975, 106958, 106881, 111343, 101732, 102357, 101698, 84833, 76702, 77597, 79304, 82227, 80202, 80050, 84924, 79481, 85982, 79291, 79126, 75408, 79792, 76633, 69583, 74554, 78023, 81878, 75145, 71736, 68118, 63905, 63206, 57169, 47546, 38578, 36420, 35426, 37619, 38072, 38104, 37831]"
Malibu,"[51223, 114516, 102521, 106560, 105275, 99100, 97182, 97408, 102175, 92118, 94846, 99679, 105120, 109080, 102973, 92854, 94509, 89992, 89541, 91711, 110873, 109852, 112677, 116668, 101836, 103147, 114692, 110183, 107282, 100493, 89006, 92336, 95611, 89559, 87395, 83906, 81229, 88715, 91375, 89719, 88299, 87000, 89668, 89179, 91157, 91852, 97446, 89958, 86268, 77609, 74465, 74091, 73800, 76691, 68942, 69210, 62548, 53735, 54025, 54689, 51225, 51936, 59097, 60028, 60309, 58906, 58816, 60102, 63731, 71538, 47739, 42223, 47741, 53752, 52971, 54447, 61210, 59551]"
Made You Look,"[41241, 69720, 72136, 70988, 69887, 68565, 59139, 60703, 58812, 51176, 67436, 61525, 55052, 57120, 55154, 50789, 49872, 44523, 40419, 36291, 35206, 35492, 35494, 35744, 33635, 33632, 32911]"
golden hour,"[30873, 32628, 32448, 34112, 34565, 30985, 38163, 41632, 36423, 39115, 41774, 40836, 38050, 35853, 34751, 33010]"
SZÍNVAK,"[79135, 105577, 107047, 112476, 101920, 92106, 85305, 85953, 86071, 94981, 94622, 91867, 86700, 89979, 97508, 97894, 98817, 95895, 99677, 108708, 99003, 105741, 105986, 94688, 98328, 98681, 104972, 105870, 103367, 111629, 108495, 105070, 103013, 108219, 114212, 105134, 108818, 106377, 98898, 101058, 100597, 97562, 96446, 102309, 93158, 95132, 83762, 94398, 94633, 97406, 94071, 89294, 91935, 79673, 77058, 71738, 66281, 71081, 74874, 72209, 68328, 74350, 68174, 66535, 64315, 59652, 60411, 58792, 58263, 58029, 52648, 57581, 52813, 55475, 56322, 58973, 51772, 49008, 54360, 52640, 56622, 57975, 59448, 53323, 52357, 53895, 58254, 56566, 53151]"
Kukásautó '22,"[57188, 45097, 37551, 31053, 44079, 44283, 47780, 54826, 56119, 56164, 48889, 45251, 41834, 39706, 39678, 38907, 37759, 37955, 41587, 43152, 39324, 42645, 45272, 42755, 45705, 45446, 46996, 54805, 81578, 66129, 55627, 56733, 53704, 53646, 52869]"
Rich Flex,"[100285, 88170, 81032, 72251, 65620, 58562, 56285, 47623, 56682, 52253, 52964, 49932, 49038, 45280, 42473, 39160, 36252, 35001, 32769, 32977]"
10:35,"[34892, 41886, 35611, 34219, 34199, 37943, 37154, 35184, 54172, 60249, 61945, 81179, 83490, 82952, 83599, 83366, 92796, 103018, 96253, 95921, 93778, 85365, 73736, 77371, 76748, 66815, 64338, 59201, 61172, 62767, 58834, 60183, 59858, 59237, 60265, 60454, 57991, 53617, 54822, 54565, 53043, 50974, 49898, 46442, 45798, 45363, 45007, 46074, 44084, 40560, 40265, 41894, 40333, 40266, 40306, 41068, 42260, 42603, 45504, 48038, 46425, 45908, 44923, 47099, 46935, 45134, 44935, 45355, 45033, 42532, 39481, 44114, 51117, 46492, 47452, 48464, 48267, 49561, 48427, 43928]"
Call It Love,"[29865, 29711, 30759, 34006, 36070, 39297, 40419, 40125, 41945, 41846, 41096, 39327, 43523, 41861, 42739, 41889, 44421, 37818, 40445, 41238, 40648, 41526, 39037, 41229, 43676, 42891, 44932, 47354, 46852, 46529, 48748, 47664, 42326, 42671, 42186, 41669, 39842, 39552, 38460, 37866, 37357, 37961, 35569, 36484, 40265, 40372, 42658, 41446, 42687, 43469, 42270, 40829, 43160, 44395, 45247, 45187, 47079, 44228, 50213, 44475, 43216, 43530, 44650, 45072]"
Forog a világ,"[199053, 273986, 225859, 206531, 192953, 148840, 138715, 137383, 145037, 138144, 128582, 113423, 112557, 112017, 102319, 96787, 96964, 97428, 96281, 98212, 89527, 80856, 81895, 84493, 83423, 83234, 83993, 83700, 79186, 81122, 82762, 76995, 71943, 73709, 74746, 70539, 69715, 72845, 77502, 73138, 73845, 71373, 75967, 73133, 72502, 70606, 71973, 66555, 63537, 68540, 60444, 62476, 56805, 53480, 54514, 52397, 50166, 44656, 39021, 41238, 37982]"
SPIT IN MY FACE!,"[36855, 53329, 52790, 49066, 48164, 38574, 45016, 48847, 52097, 56012, 49798, 47285, 46356, 45017, 40929, 44654, 42120, 41733, 41231, 38462, 32868]"
Bloody Mary,"[65112, 133260, 125480, 104206, 83974, 94422, 85868, 87066, 84992, 71912, 65695, 63198, 58311, 52738, 49121, 48113, 47694, 43140, 38515, 35558, 34847, 36489, 35000, 35228]"
Escapism.,"[35536, 70884, 76399, 71477, 62727, 78683, 85591, 91900, 92036, 89413, 81728, 81027, 75389, 68186, 63230, 60286, 58013, 54662, 56091, 48357, 47473, 47041, 42820, 38420, 35214, 34956, 33977]"
METAMORPHOSIS,"[33326, 33615, 35410, 38039, 36885, 38842, 38612, 41567, 44234, 43630, 43075, 42734, 40830, 42179, 39316, 41101, 38330, 38314, 41175, 37017, 36220, 36724, 35691, 35035, 36548, 35815, 34215]"
Creepin' (with The Weeknd & 21 Savage),"[143196, 127802, 120661, 98198, 103582, 115557, 127225, 122176, 106151, 99132, 93608, 90735, 90449, 85756, 82359, 83359, 80205, 77528, 67196, 71192, 72711, 64742, 60502, 60471, 60671, 58441, 57585, 58454, 56987, 57304, 54249, 55496, 52313, 49482, 48872, 50951, 49213, 46619, 45280, 45606, 44528, 45958, 44343, 44780, 47728, 44411, 43912, 44968, 42828, 41078, 38870, 43317, 50234, 50705, 49522, 45027, 47085, 48428, 44934, 43111, 40943, 40100]"
Superhero (Heroes & Villains) [with Future & Chris Brown],"[88049, 69580, 53990, 38801, 42368, 48784, 57489, 61278, 49793, 44039, 45550, 45124, 40828, 40300, 37720, 37448, 36119, 36277, 31796, 36504, 36808, 35998, 35299, 33810, 36100]"
Too Many Nights (feat. Don Toliver & with Future),"[70881, 49444, 38361, 31011, 31875, 31494, 30312, 33456, 33606, 37842, 43460, 41006, 42602, 43194, 41310, 40172, 46699, 53191, 47347, 44681, 44073, 42885, 42432, 39527, 36860, 38407, 37088, 38578, 37568, 39289, 40321, 39701, 37997, 38845, 37212, 35776, 34801, 35633, 38353, 36764, 43201, 50171, 45264, 47562, 45382, 48725, 49892, 48512, 46861, 45620, 44868, 43037, 39267, 42924]"
Trance (with Travis Scott & Young Thug),"[45333, 33527, 39650, 36796, 34495, 34253, 41710, 40668, 39684, 43064, 46139, 46208, 42449, 41689, 40857, 39001]"
Kill Bill,"[34586, 62281, 63406, 74544, 95917, 114303, 112499, 95026, 94177, 100626, 95674, 91505, 82472, 78624, 76184, 76357, 73721, 65798, 57587, 55441, 56008, 51861, 49661, 49432, 48735, 45361, 43079, 43196, 42555, 41889, 40422, 39047, 37567, 36642, 36318, 35702, 36520, 35660, 34914, 37419]"
LET GO,"[172015, 113531, 107721, 113954, 113958, 106597, 91393, 72830, 68346, 59900, 48700, 44993, 41080, 36056, 33091]"
Tilidin,"[128350, 103304, 89650, 100733, 105805, 104987, 100135, 92150, 96223, 114169, 94152, 92191, 89290, 84618, 79985, 83543, 67847, 65673, 64236, 57589, 54135, 56410, 56506, 63817, 65779, 75214, 77410, 70848, 70712, 70276, 67631, 65278, 61549, 62723, 66429, 68245, 74523, 72564, 69032, 69974, 69168, 65795, 61436, 59699, 56672, 57241, 56541, 56753, 52970, 52906, 58321, 56079, 52414, 43674, 40294, 41283, 38122]"
Popstar,"[100701, 222805, 225353, 205507, 175584, 182360, 246989, 177173, 147736, 123907, 113948, 110586, 108048, 102177, 98654, 81481, 76960, 75787, 69666, 64823, 62411, 60331, 59989, 55993, 53708, 55053, 52069, 49680, 49409, 47844, 45247, 46960, 43740, 38666, 38779, 38735, 37380, 38861, 37050, 38311, 39884, 36939, 40481, 38571, 42048, 38388]"
Lay Low,"[33473, 45140, 50779, 38779, 34112, 35488, 38453, 38117, 42660, 43926, 50616, 48672, 59917, 58008, 63067, 71693, 57194, 62114, 66792, 65763, 68545, 79748, 84224, 100191, 116195, 112318, 112724, 114055, 100263, 97867, 95871, 98670, 91390, 87303, 90080, 90908, 86283, 88094, 88230, 79865, 76421, 77104, 75865, 65824, 65124, 59852, 57989, 57092, 56043, 60337, 52332, 63477, 60679, 58917, 59137, 61045, 60517, 57786, 57761, 58350, 57810, 56176, 52600, 54627, 50140, 49726, 48919, 47906, 51843, 57489, 60768, 58736, 59846, 60903, 61488, 62787, 62669, 57502, 50812]"
Flowers,"[495016, 564309, 456273, 343891, 298043, 257330, 232587, 222470, 219794, 214803, 192422, 183942, 158815, 157446, 149820, 136301, 128549, 120561, 126064, 119455, 110292, 108003, 111532, 110240, 105327, 101989, 99340, 88983, 86010, 84699, 85392, 83629, 81438, 74245, 73141, 68130, 66268, 62712, 60928, 61117, 55642, 55581, 51599, 51671, 49298, 54363, 61991, 61274, 61624, 52437, 70193, 63227, 60401, 58691, 59033, 75630, 85979, 81376, 70498, 69797, 67222, 60488, 60767, 56414, 53201, 52994, 50314, 56283, 63781, 62352, 60519, 60630, 57782, 57794, 58508, 59485, 60658, 56718]"
Pogi Hip-Hop,"[131898, 138986, 121296, 110494, 96798, 85079, 85395, 44502, 84147, 81008, 72825, 55204, 64067, 44783, 65669, 40640, 64795, 44021, 53191, 32214, 55345, 53015, 52758, 49279, 50725, 45349, 43814, 45882, 48550, 46923, 44374, 44307, 45456, 53871, 47841, 39404, 39827, 45317, 42920, 45065, 47425, 47786, 42697, 42920, 44590, 52871, 54513, 54152, 52306, 56617, 52976, 48868, 47725, 49458, 51215, 46451, 52797, 60483, 49617, 42766, 39962, 48109, 46736, 42753, 43590]"
Latyo és haze,"[75390, 86587, 134067, 141757, 151145, 141114, 143058, 151421, 138167, 134403, 132173, 138324, 121665, 119984, 116229, 117467, 120996, 123951, 123975, 122263, 124470, 127505, 124064, 115496, 113990, 113744, 114285, 110711, 108284, 112101, 115699, 112239, 114407, 119041, 122923, 121164, 121053, 120539, 117706, 109721, 102788, 111861, 99029, 108168, 100435, 102915, 109113, 106497, 99720, 89563, 89080, 87281, 72450, 60237, 75927, 95004, 97674, 77687, 71746, 76325, 74925, 62125, 62641, 53985, 57003, 53246, 57842, 47510, 44064, 42303, 44637]"
GOSSIP (feat. Tom Morello),"[61961, 84111, 76259, 57132, 49099, 44662, 40353, 36471, 33759, 34428, 36271, 37031, 34360, 42379, 45786, 42809, 44094, 67077, 61685, 50163, 46059, 42901, 39192, 37591, 36396, 37958]"
Me Gustas Tu,"[29885, 45858, 48196, 48043, 43679, 41285, 39211, 38353, 37831, 36678, 34652, 35262, 34294, 33495, 32584, 35219, 37246, 41691, 40250, 40976, 39630, 36791, 36241, 35465]"
Csavargó,"[294134, 401246, 303811, 281336, 248414, 218631, 204293, 202517, 185310, 172672, 165773, 134899, 120317, 116816, 118590, 138056, 145699, 132595, 139297, 144096, 138323, 130069, 120348, 115914, 121325, 121838, 121953, 112917, 111709, 115978, 116244, 115853, 100333, 95240, 85320, 95840, 83046, 75979, 67960, 63227, 65356, 60651, 59489, 52869, 47921, 54944, 59277, 62232, 55307, 57321, 49733, 47421, 45474, 43512, 43847, 43889, 42099, 44734, 42555, 42330, 43257, 44625, 45450, 42129]"
Rózsaszín Mustang,"[151879, 106830, 83985, 68095, 51455, 46404, 43346, 40040, 37893, 40014, 41973, 42580, 45082, 45234, 40274, 45041, 42702, 42267]"
100 Hiba,"[52710, 347654, 233272, 186045, 157788, 129881, 105402, 101544, 89799, 89364, 72664, 70508, 66314, 61570, 57238, 59106, 54140, 53547, 50503, 49415, 46551, 44165, 43121, 43571, 40333, 36313, 38704, 36057, 35649, 36002, 34854, 38114, 37286, 41980, 41000, 37606, 37093, 36981, 37988, 45903, 48449, 48853, 42973, 43292, 45433, 43216, 44441, 44067, 42397, 45000, 46236, 44673, 46848, 44949, 43057, 39190, 43236, 42626, 42175, 43731]"
Idegen,"[49979, 316358, 220141, 180704, 163069, 130964, 105707, 104815, 93080, 85508, 72101, 69632, 65137, 62716, 59869, 61283, 55092, 53674, 52136, 54064, 50454, 47082, 45984, 46122, 41087, 39188, 42777, 40048, 39656, 42063, 41202, 39997, 42829, 39659, 41885, 46500, 40558, 39336, 38949, 41788, 46026, 43150, 40703, 42727, 40830, 40031]"
Vigyázz,"[41205, 276451, 167814, 127068, 105037, 60204, 82733, 34768, 67442, 65503, 58641, 54927, 43671, 50003, 46207, 43295, 40945, 38279, 35457, 34742]"
