music,streams
Wonder,"[77356, 63683, 59819, 56520, 50437, 50115, 47295, 52181, 48014, 57846, 45525, 40208, 36544, 39107, 43654, 35866, 33202, 29724, 28867, 28233, 26153, 19862, 19710, 21048, 20994, 21335, 19719, 19316]"
Keverem,"[22373, 67679, 71377, 70923, 64975, 66329, 61476, 57302, 57280, 55602, 52381, 49284, 45487, 41599, 46345, 43014, 43825, 41888, 39598, 41426, 45630, 48996, 47363, 41252, 39111, 33632, 29854, 28188, 27539, 27346, 25980, 25280, 24368, 24876, 25440, 26720, 27539, 25247, 26288, 25541, 28921, 30861, 30523, 30273, 29798, 29468, 28979, 28124, 25615, 26096, 25364, 25101, 29219, 27738, 26891, 28956, 27586, 33476, 35010, 39818, 39061, 46592, 36227, 42997, 38231, 38708, 39636, 41131, 39233, 38716, 38455, 39414, 38722, 36211, 33660, 32196, 29844, 30644, 29858, 33225, 31116, 31576, 31835, 31451, 32773, 37086, 36713, 39843, 42711, 41579, 41919, 41755, 41631, 44548, 44383, 47036, 45031, 42812, 43453, 45489, 33673, 33559, 33348, 31326, 30315, 29088, 29064, 33148, 37204, 37387, 36414, 36036, 36348, 35026, 37635, 35559, 39062, 33432, 37224, 40127, 38686, 40096, 42672, 40669, 45078, 45574, 43606, 44267, 48183, 41587, 42942, 42171, 34032, 37717, 38516, 39934, 47653, 38577, 38195, 40025, 39482, 37198, 39268, 38134, 35769, 42266, 34570, 36587, 36118]"
Levitating (feat. DaBaby),"[22039, 27210, 31011, 32692, 36486, 42223, 51472, 55003, 52574, 52178, 53996, 53233, 52876, 60502, 67016, 70632, 71862, 72451, 71603, 74428, 75332, 72869, 71601, 71328, 75871, 81706, 76492, 85884, 100404, 105871, 106896, 107200, 109322, 109076, 105671, 109290, 102548, 97726, 95544, 96290, 90232, 87956, 85742, 80880, 81345, 79471, 72947, 69677, 64779, 64202, 64706, 62695, 60617, 57422, 56756, 57774, 53272, 50686, 44089, 42679, 45152, 50393, 46869, 47217, 43103, 54207, 48176, 46666, 44677, 44093, 45094, 44370, 44477, 43133, 44895, 44861, 44848, 47124, 43689, 45098, 43633, 42798, 43072, 42385, 43240, 42515, 41901, 42885, 43860, 44212, 43229, 41786, 40950, 40875, 40879, 39642, 52394, 53613, 41888, 38575, 34406, 33671, 30626, 29531, 29053, 28758, 28915, 29285]"
Deep End,"[18092, 30303, 53784, 57846, 57774, 56868, 57245, 53497, 48158, 41036, 39676, 36132, 31948, 31520, 34310, 28831, 28244, 25581, 23347, 23037, 22522, 20823, 20518, 19225]"
"Szeretni, akit nem lehet","[29505, 54046, 46339, 47147, 49783, 51233, 49993, 44941, 39996, 41279, 40928, 35567, 36138, 43834, 42661, 44564, 43674, 42347, 41514, 42945, 42791, 40688, 38792, 37005, 40779, 35774, 39903, 42143, 38202, 38159, 33064, 29380, 27343, 27185, 26834, 25541, 25551, 23702, 24487, 24830, 23904, 22943]"
i miss u (with Au/Ra),"[17872, 18908, 21760, 26594, 26566, 27787, 28821, 28272, 27022, 27605, 27442, 27873, 25989, 25046, 26594, 23027, 24389, 24759, 24762, 22383, 21649, 20681]"
Lonely (with benny blanco),"[64482, 70176, 79946, 83069, 76580, 76436, 65157, 57318, 56030, 50506, 43239, 44617, 45177, 43401, 42933, 40223, 38050, 34871, 30952, 27749, 25775, 25347, 36100, 30399, 25075, 24330, 23567, 21023]"
Hobbihajótörött,"[24456, 20122, 20816, 20851, 22613, 21634, 22235, 25497, 25509, 24363, 29199, 29430, 28011, 25091, 24764, 24696, 24150, 20508, 20514, 21360, 22526, 22474, 24973, 25284, 28709, 26840, 26045, 25017, 23235, 25658, 29153, 27837, 29047, 30552, 35680, 33107, 33999, 34592, 33887, 35963, 31919, 29232, 32058, 43202, 41000, 38812, 35125, 33874, 35575, 36262, 34250, 32066, 33028, 34188, 33529, 27560, 29033, 38976, 39338, 36116, 34846, 33187, 35710, 43080]"
Train Wreck,"[22517, 24357, 24249, 27662, 28394, 29408, 28532, 26536, 25986, 20795, 21632, 24844, 25373, 24085, 22558, 21566, 20877, 19746, 19487]"
Én még sohasem,"[20379, 19022, 20955, 19249, 20547, 22343, 23609, 22714, 23766, 26485, 26580, 25828, 29025, 29091, 28625, 25043, 23960, 23999, 22757, 23583, 24997, 23661, 26167, 22115, 25160, 23698, 26795, 24817, 23387, 24266, 26750, 25774, 26310, 29180, 29673, 31465, 28950, 27660, 29104, 38183, 36911, 36144, 32350, 30887, 31940, 32489, 30796, 28656, 28792, 29770, 29794]"
positions,"[94989, 92508, 79715, 85515, 83087, 72119, 67094, 65543, 63146, 58663, 57696, 59636, 57676, 55788, 50388, 47136, 43472, 40093, 35136, 34441, 31492, 30831, 31773, 29200, 27530, 26382, 26286, 24694, 23376, 20926]"
SO DONE,"[28697, 27431, 34034, 30168, 29239, 29641, 29788, 28597, 28428, 26069, 27317, 30487, 29014, 27215, 24950, 23993, 22314, 19753]"
Sweet Melody,"[24469, 21658, 27852, 24972, 22659, 21745, 20741, 18262, 20092, 22176, 18847, 19247, 19470, 19102, 19183, 19909, 19279]"
34+35,"[52371, 43131, 38089, 35157, 36335, 38110, 38277, 39302, 39607, 40288, 45533, 30116, 35036, 32924, 31542, 31658, 29339, 26986, 24276, 21668, 19897]"
Fever,"[33753, 36418, 31233, 26858, 23007, 21213, 17683, 19260, 19342, 19216, 19633, 19301, 21002, 20339, 18688]"
Paradise (feat. Dermot Kennedy),"[27765, 42855, 60904, 65059, 66906, 65474, 66358, 67920, 68835, 76714, 93188, 95185, 98395, 98247, 95674, 93390, 98382, 97289, 93279, 89167, 86439, 91547, 79988, 85634, 82020, 83921, 80317, 78756, 75250, 74200, 69086, 72985, 72972, 71738, 69868, 67737, 65494, 61508, 58726, 56615, 57768, 55595, 51702, 49039, 46417, 47204, 44014, 43039, 40962, 40401, 39344, 38786, 36380, 35502, 33737, 33758, 35421, 39499, 36409, 36073, 30206, 36834, 36305, 34744, 33941, 33617, 33079, 32385, 32194, 30782, 30326, 29822, 29612, 28353, 27651, 28346, 24325, 25918, 26475, 25169, 24897]"
Whoopty,"[18245, 19145, 25487, 32542, 35100, 44476, 49558, 51642, 49698, 57168, 70126, 74450, 74900, 76453, 74972, 73717, 72042, 64495, 63895, 57553, 55099, 55216, 47384, 47568, 44725, 42415, 38616, 33783, 34049, 34464, 31648, 30510, 27506, 24762, 24190, 23091, 22144, 22532, 21345]"
Talán,"[136606, 143465, 119398, 107811, 96949, 85062, 73602, 62824, 62084, 69250, 62990, 61506, 61471, 60629, 57584, 57622, 55798, 54859, 50291, 49153, 48560, 43340, 43333, 43090, 42981, 37194, 35564, 36174, 35914, 35703, 35459, 36524, 32632, 31744, 35146, 36161, 37914, 37241, 37506, 38050, 40001, 40570, 39920, 44245, 48575, 55293, 49845, 48584, 49323, 48978, 50559, 49338, 52013, 52611, 51611, 50847, 51523, 59669, 69342, 60924, 61495, 68267, 70183, 64557, 60265, 68485, 74385, 63980, 58076, 55148, 52711, 50746, 51385, 49498, 47627, 44171, 41761, 41196, 39835, 39145, 37207, 34055, 34936, 35122, 34024, 32632, 31575, 32001, 31179, 30164, 32697, 33924, 32153, 34733, 32637, 28169, 29748, 32180, 33430, 33674, 32475, 31099, 31394, 29868, 29815, 28374, 29027, 29350, 31104, 32056, 33729]"
RÉT,"[39017, 42467, 42662, 49554, 54817, 52773, 51010, 50247, 65682, 79948, 82380, 83371, 83673, 78114, 76069, 75156, 74552, 72621, 67496, 67460, 71224, 65032, 66544, 67272, 58262, 53778, 53297, 54153, 55209, 66052, 78815, 88320, 88861, 86567, 99292, 99147, 107284, 107611, 102582, 98922, 97991, 92325, 94288, 95058, 98905, 94474, 88137, 87752, 83743, 80277, 81779, 75104, 80573, 80428, 78320, 80110, 92766, 87314, 87337, 69647, 72554, 74583, 71504, 68942, 68967, 68162, 66843, 65129, 62029, 60682, 57391, 55109, 58299, 54774, 56892, 52835, 53833, 52491, 51901, 52551, 61654, 64385, 60667, 66912, 61157, 49423, 45049, 44114, 43834, 42432, 40245, 40771, 40547]"
Évszakok,"[27937, 64703, 77804, 74266, 67840, 64267, 59283, 48326, 48634, 56442, 56775, 57288, 53855, 53021, 52317, 53872, 53082, 51467, 48876, 49201, 51138, 46206, 46489, 44760, 43895, 41619, 40891, 39350, 37585, 35160, 36311, 33543, 31663, 28427, 22917, 22930, 23459, 22230, 21252, 21353, 21350]"
DÁKITI,"[23489, 29437, 31281, 32315, 29746, 29139, 26382, 26179, 27946, 27024, 25817, 25259, 23995, 22945, 22153, 21391, 20565, 19176, 19548]"
Therefore I Am,"[149477, 132351, 101220, 86372, 79552, 72409, 62428, 64066, 68395, 62577, 60351, 57715, 54818, 51377, 49003, 45553, 44334, 37811, 35332, 34642, 30844, 31401, 30973, 30744, 25682, 23244, 21897, 20484, 20137, 28017, 21685]"
HOLIDAY,"[33646, 59876, 80263, 90458, 94534, 99409, 86287, 75104, 76660, 70480, 66929, 62840, 60411, 56047, 52986, 46198, 46210, 43658, 43329, 50694, 61751, 58678, 53063, 47687, 44277, 38203, 33937, 33249, 31096, 30416, 31109, 27538, 27603, 25932, 26071, 25995, 28054, 29764, 30477, 29617, 28095, 28049, 26368, 26839, 29602, 28248, 26617, 25504, 25301, 27944, 23075, 22200, 21893, 22262, 23374]"
Daddy Issues,"[17445, 19639, 20966, 22752, 22009, 21578, 21779, 21745, 21249, 20548, 20219, 20864, 20762, 20467, 19793, 18866, 19720, 19946, 19229, 19926, 20230, 20547, 21947, 24238, 24893, 23891, 24113, 23719, 23377, 22923, 22914, 28648, 27938]"
Do I Wanna Know?,"[17222, 20666, 21995, 20994, 21965, 23865, 23599, 23835, 25397, 25134, 24848, 25446, 24645, 24265, 23445, 24382, 23622, 22454, 24968, 24326, 23314, 22475, 22030, 22335, 22004, 22126, 21259, 21217, 19055, 19986, 20702, 20350, 20688, 20330, 20688, 20208, 21098, 21484, 22826, 23261, 24102, 26031, 26903, 27378, 26892, 25695, 26223, 26230, 25588, 25909, 26662, 26845, 25752, 26820, 26616, 25251, 26250, 27056, 27253, 27145, 25533, 26375, 26551, 26820, 26868, 25549, 27002, 26307, 26184, 25634, 25550, 26030, 27887, 32549, 49075, 35721, 33476, 32059, 34767, 35316, 34436, 35234, 34209, 33137, 34702, 32076, 32477, 32510, 30368, 31106, 30922, 35462, 35923, 35528, 34131, 32280, 31907, 32118, 37695, 36476, 37688, 37189, 36288, 36607, 35706, 35136, 35404]"
Monster (Shawn Mendes & Justin Bieber),"[101640, 81217, 79542, 63023, 51179, 44415, 46984, 50634, 47432, 44873, 42745, 41255, 36439, 29681, 24930, 23340, 23462, 22367, 21258, 18795]"
Prisoner (feat. Dua Lipa),"[80520, 77176, 64499, 61055, 54312, 47765, 51887, 58257, 58521, 61043, 63138, 63410, 68239, 67945, 65206, 63209, 59745, 56960, 58321, 50637, 53149, 50375, 50028, 49002, 48250, 46528, 44005, 41475, 41481, 39550, 37733, 35592, 32790, 31429, 30855, 28505, 27301, 27873, 26820, 24849, 25024, 24260, 24059, 23889, 23537, 23291, 22899, 23255, 22347, 20678, 20670, 22423, 22618, 30642, 32854, 32765]"
Boldog Leszek (Levegő be),"[62044, 52405, 43406, 35493, 31023, 25652, 25694, 28873, 41792, 28200, 23536, 21370, 20404, 19541, 24994, 26491, 25867, 27146, 25960, 25280, 31336, 32031, 30544, 30920, 29599, 26627, 27063, 25286, 24112, 25023, 22747]"
Life Goes On,"[46894, 24529, 31727, 59705, 69547, 64205, 55936, 50733, 52616, 48364, 43227, 38585, 37290, 35590, 31160, 29302, 31358, 26771, 27142, 28652, 27715, 26155, 23169]"
Sowieso,"[41499, 38333, 33929, 35291, 29829, 24481, 27956, 27757, 24783, 23436, 21517, 19656, 19261, 22211, 21529]"
My Head & My Heart,"[19073, 21666, 18946, 21999, 22270, 23083, 26289, 28765, 37655, 46435, 50613, 53180, 50664, 51199, 54379, 50141, 55307, 55017, 55432, 54328, 53135, 52865, 51810, 49554, 54164, 55527, 55237, 52729, 52235, 50616, 49106, 46801, 44569, 46881, 44805, 38261, 36798, 35635, 35036, 34772, 33245, 30847, 29393, 28465, 28078, 25949, 25928, 25230, 24361, 25749, 27200, 26565, 30219, 29128, 28466, 27971, 28332, 28774, 29184, 28812, 27637, 27609, 27565, 28766, 29133, 27927, 30073, 27172, 28034, 29535, 29381, 28885, 28406, 27751, 27708, 27548, 27329, 26600, 25685, 24925, 25318, 25365, 24662]"
WITHOUT YOU,"[39242, 50240, 57569, 53663, 59722, 67198, 70034, 72092, 67102, 63962, 64666, 61295, 58467, 57076, 51504, 50529, 47790, 43896, 44684, 41898, 39747, 30600, 27632, 31936, 28685, 26868, 24928, 23769, 22315, 23959, 26801, 28472, 30312, 29477, 29324, 29390, 28832, 26631, 26497, 25471, 25396, 25157, 24023, 22811, 21508, 21045, 21487]"
Hazudtál,"[37766, 36040, 31559, 28146, 31556, 35275, 33663, 32189, 30901, 30309, 31220, 31349, 30455, 29804, 28960, 28561, 28576, 26417, 26858, 25294, 25596, 24481, 24232, 25158, 24345, 21867, 22173, 21895, 19743, 20340, 22506, 25776, 28131, 30030, 31390, 33319, 33449, 34403, 35611, 30431, 31313, 29716, 30006, 27600, 28384, 30185, 31178, 34252, 40127, 38264, 31081, 26939, 27341, 28751, 28793, 27607, 25559, 25075, 24662, 23994, 23537, 23778, 23560, 22983, 25502, 23051, 26281, 26420, 24767, 25058]"
Snowman,"[24596, 55041, 181279, 72301, 37172, 34511, 30453, 28052, 24598, 19211, 29001, 59486, 89923, 113814, 196958, 173992, 21717, 48808, 80841, 108155, 131394, 185375, 224061, 37866, 53972, 103357, 212283, 209592, 254972, 384035, 39440]"
Hypnotized,"[22991, 22546, 23408, 23906, 26833, 26760, 28740, 27654, 27312, 26146, 29218, 30237, 30467, 30687, 30386, 31840, 29911, 31771, 31626, 32802, 32096, 32410, 31117, 29619, 29753, 30030, 30168, 28360, 28451, 25963, 25829, 25491, 25247, 24621, 24270, 23632, 21917, 21800, 21830, 21949]"
willow,"[54092, 43656, 35874, 37391, 39246, 35348, 34321, 32248, 31480, 32540, 26613, 22434, 21982, 22852, 23573, 21038, 18505]"
Utálnak,"[46012, 43731, 38202, 34276, 35157, 32738, 31685, 32028, 31321, 30871, 30224, 28654, 29414, 27421, 27805, 29051, 25776, 23870, 19933, 20731, 19902, 20024, 19208, 21210, 21544, 21154, 21647, 22599, 23174, 21892, 22700, 24978, 24171, 23020, 27193, 24649, 23727, 24118, 22838]"
"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","[23819, 19740, 18599, 21159, 21491, 21495, 21480, 20198, 20431, 20765, 20090, 20941, 19089, 19649, 21129, 19049, 20356, 19825, 19108]"
Why'd You Only Call Me When You're High?,"[22530, 21426, 23421, 24697, 24895, 25754, 26009, 25483, 24366, 24307, 23321, 22455, 21435, 20703, 20613, 19288, 20614, 19738, 19659, 20493, 22311, 27589, 28656, 30926, 28598, 26247, 26875, 26217, 25220, 25723, 26637, 26518, 26364, 25913, 25733, 24438, 24394, 24909, 25470, 25585, 23833, 26919, 38831, 29184, 27967, 27267, 28628, 29251, 29769, 30231, 31528, 33188, 30464, 30870, 32286, 30289, 30913, 29594, 31582, 29385, 31225, 37442, 36386, 33978, 34632, 41923, 43305, 43262, 41076, 42832, 41754, 39748, 40634, 39996, 40048, 40056, 40433, 40446, 38895, 42435, 41521, 40775, 41101, 39778, 39029, 40322, 39373, 40038]"
Astronaut In The Ocean,"[22315, 27268, 31378, 36733, 53038, 60825, 73944, 89909, 106567, 118731, 132167, 131859, 141635, 151113, 136698, 143531, 138042, 134041, 129824, 124286, 112417, 107439, 102862, 99652, 96465, 87413, 84515, 81775, 78019, 75920, 70897, 67347, 64785, 61123, 55797, 48780, 44584, 41528, 40628, 38476, 37294, 35722, 33642, 34674, 30349, 30618, 29795, 31363, 34387, 38150, 34600, 35189, 30017, 30857, 31610, 29821, 28339, 28015, 28160, 27272, 27158, 26158, 26001, 24845, 24254, 24170, 23353, 24610, 22633]"
Memories (feat. Kid Cudi),"[21881, 19773, 21440, 21444, 21372, 21295, 20487, 21299, 21445, 20584, 20343, 19831, 19207, 21210, 19089, 20072, 21001, 21224, 21245, 21470, 20592, 21453, 21644, 23458, 25043, 22909, 21715, 21177, 21096, 20728, 20805, 40220, 41466, 42729, 35846, 34132, 37524]"
Love Not War (The Tampa Beat),"[21570, 23511, 27693, 27911, 25771, 25633, 25319, 22661, 24016, 23414, 22637, 21911, 22253, 23574, 20735, 24107, 26070, 28352, 28675, 29958, 31703, 32002, 32452, 35262, 35946, 36077, 35466, 34421, 33458, 32253, 32061, 31714, 32046, 30899, 27155, 24915, 23661, 23276, 22839, 21701, 20702]"
All We Got (feat. KIDDO),"[19758, 24136, 25638, 27688, 26739, 22705, 22850, 27168, 28220, 28921, 28452, 28742, 30445, 28186, 29510, 30206, 31215, 30883, 31564, 31186, 29821, 31060, 33476, 34966, 34217, 33118, 32353, 30889, 30467, 29403, 30289, 32326, 31791, 28763, 26952, 25303, 24771, 22962, 22689, 20943]"
Fallin’ (Adrenaline),"[19226, 22629, 25760, 24614, 26333, 24669, 22936, 23921, 23323, 22155, 20435, 20341, 21011, 18383, 20412, 19982, 20258, 19733, 18848, 19304, 24134, 27215, 26966, 26241, 23311, 23726, 23341, 23166, 22328, 23916]"
Heat Waves,"[18702, 21325, 23040, 23807, 27613, 27899, 29201, 30693, 32264, 31349, 28904, 28022, 30777, 30820, 34405, 35964, 36159, 35230, 35293, 35796, 35001, 36743, 36743, 35954, 38476, 37856, 38229, 38586, 53219, 60312, 57607, 54588, 53567, 53441, 94336, 128634, 147632, 170414, 160371, 149804, 142899, 136343, 137055, 122733, 119716, 120933, 119473, 121484, 118518, 112329, 113123, 95953, 114422, 117033, 116298, 112846, 121598, 123026, 123766, 120041, 119434, 125195, 125429, 131957, 133971, 135145, 143333, 134778, 130588, 133640, 123611, 115946, 110191, 105166, 106667, 107961, 112155, 110597, 106599, 102961, 101189, 96876, 95168, 94311, 91321, 89433, 85103, 78150, 78728, 77729, 75302, 70004, 68658, 70496, 65540, 63557, 62224, 59367, 57294, 62383, 66240, 58524, 56698, 49482, 69520, 59671, 58921, 56650, 54633, 52318, 52063, 51714, 50457, 49209, 48950, 49368, 48499, 51570, 48801, 66738, 48073, 46821, 44598, 43457, 58649, 54363, 52604, 65506, 75195, 64995, 58141, 55943, 53378, 50531, 49264, 49698, 48729, 47303, 45198, 41064, 42768, 45461, 43636, 42964, 41372, 39402, 39484, 41108, 39411, 37822, 37382, 38934, 43182, 40558, 39518, 37431, 37965, 37838, 56803, 48556, 44564, 42937]"
Take Me To Church,"[17085, 19213, 20148, 22695, 24386, 23934, 24615, 23808, 22845, 23417, 23255, 22683, 22562, 21139, 23025, 23063, 21897, 22036, 21048, 20713, 20321, 20234, 20213, 20409, 20661, 21081, 21942, 21115, 21182, 21238, 32500, 34412, 35897, 35741, 34058, 38615, 36379, 36100, 35511, 36491, 38216]"
drivers license,"[115021, 183358, 153257, 130408, 116876, 105346, 95203, 89694, 89289, 82700, 79037, 75316, 69423, 68758, 61480, 58037, 55741, 53397, 53901, 70402, 61273, 57702, 53739, 45876, 46014, 45710, 42614, 41552, 38015, 35890, 34971, 34099, 32452, 32072, 28583, 29416, 32539, 31441, 31783, 32399, 31258, 31776, 29401, 29565, 27307, 26567, 30807, 36018, 33100, 29177, 31093, 28885, 28431, 29498, 30299, 28522, 27982, 27020, 27007, 25839, 26760, 27152, 29891, 30373, 29826, 28965, 28878, 26698, 24767, 24317, 24141]"
Fly Away,"[19366, 19703, 20247, 22322, 22048, 21502, 22665, 21229, 20504, 19174, 19194, 20151, 19117, 19428, 21492, 21983, 23340, 23697, 21642, 20058]"
Best Friend (feat. Doja Cat),"[18515, 20399, 20360, 21600, 22008, 22634, 22489, 22214, 22733, 22367, 22546, 28682, 28732, 30449, 29959, 30102, 28513, 25007, 22600, 21068, 20601, 20603]"
Streets,"[24055, 39738, 50801, 50852, 53863, 52491, 50267, 50692, 50560, 46879, 47361, 42917, 38021, 34130, 33413, 32676, 30764, 28653, 25130, 23117, 22376]"
Goosebumps - Remix,"[23503, 29756, 35458, 38089, 42832, 42703, 41730, 39462, 35206, 34779, 37594, 36762, 43982, 43608, 44995, 46254, 43911, 41484, 39432, 38400, 37893, 36328, 33396, 33198, 33044, 32584, 31817, 30516, 30589, 31741, 31878, 27203, 26341, 24304, 25835, 26960, 25397, 23670, 22919, 22254, 23172, 20195]"
Your Love (9PM),"[21930, 22918, 29478, 40387, 48243, 59876, 70391, 76329, 76845, 77176, 80087, 72456, 78372, 79408, 79208, 81879, 85213, 88226, 89847, 85006, 91940, 97194, 103973, 98259, 99578, 98417, 91563, 90246, 90150, 88725, 87560, 79926, 75963, 72381, 69887, 66049, 62875, 60410, 56705, 55465, 55216, 50194, 47525, 42163, 42558, 40303, 43482, 41432, 43025, 36096, 46700, 43026, 42317, 41257, 41842, 41221, 41863, 39669, 39581, 38671, 39415, 38720, 38509, 37748, 38913, 34783, 35167, 38142, 37266, 38789, 37389, 34586, 35048, 34166, 34836, 34833, 34880, 32977, 32254, 31096, 30858, 30535, 28523, 26675, 28448, 27125]"
Don't Say Goodbye (feat. Tove Lo),"[18538, 26226, 32592, 34045, 33300, 34169, 35736, 34856, 33666, 31982, 35569, 30356, 31510, 32166, 33070, 32524, 31791, 30451, 29920, 28854, 30545, 29690, 29314, 28453, 27601, 27042, 26926, 25935, 26065, 26331, 24936, 23669, 23105, 22218, 21664, 21686]"
Boldog leszek,"[34389, 32264, 27931, 25609, 25129, 26765, 26537, 25466, 25348, 25870, 23157, 25545, 26278, 26135, 24480, 23435, 23608, 23250, 23157, 22452, 20687, 20284, 22319, 24318, 25497, 27090, 26901, 24410, 24727, 23731, 21648, 21617, 20544, 21129, 22614, 22368, 24676, 23958, 23330, 25772, 24485]"
Lifestyle (feat. Adam Levine),"[28787, 24266, 25741, 25923, 28117, 24400, 24911, 24074, 23924, 25324, 22592, 24761, 24513, 24896, 24165, 25026, 25898, 27303, 27466, 29780, 30695, 30469, 29719, 29884, 29211, 27921, 26148, 24836, 24925, 24218, 22274, 21442, 21186]"
GIRL LIKE ME,"[18501, 20447, 21526, 22762, 21911, 25516, 28961, 28524, 28917, 30698, 28235, 29992, 29023, 29717, 24940, 24136, 22014, 21569, 20834, 20937, 20604, 20003]"
4k love,"[39653, 27188, 20635, 20181, 21535, 20233, 21138, 29131, 24629, 26981, 27292, 26633, 29146, 26656, 27113, 27643, 28536, 29487, 23711, 28392, 25695, 22808, 20798]"
Up,"[43209, 50714, 52305, 50805, 52299, 49880, 52359, 58288, 54482, 55311, 50624, 45372, 39670, 36347, 32460, 28702, 26746, 24753, 23770, 21009]"
Pressure (feat. Tove Lo),"[36696, 30658, 32889, 30632, 28631, 25877, 24962, 25599, 21996, 32017, 31110, 32867, 30394, 28142, 30320, 29538, 27295, 26326, 26991, 26754, 25308, 24677, 23799, 21849]"
Floating Through Space,"[26393, 20288, 24077, 23747, 25397, 24389, 24661, 25611, 22532, 25491, 25692, 26707, 27843, 28124, 28545, 29304, 29515, 31972, 33139, 34609, 34061, 34337, 32932, 31428, 30116, 30029, 29371, 28637, 26488, 25724, 25868, 25753, 26312, 25100, 24185, 22101, 21466]"
Starboy,"[20364, 29464, 29153, 30402, 30484, 32903, 33041, 32066, 31525, 31664, 31581, 30861, 30715, 30656, 32059, 31571, 34351, 39367, 38426, 40366, 37999, 46943, 51377, 53874, 55301, 58922, 55074, 56549, 58741, 63337, 64287, 63331, 61087, 61552, 59456, 54010, 59966, 60792, 56399, 51352, 50319, 51112, 47852, 48575, 51726, 49651, 49520, 47036, 46463, 47064, 45426, 45059, 47900, 45922, 43527, 46114, 46510, 50272, 51220, 50547, 50871, 48234, 46751, 46488, 47965, 45901, 46209, 46861, 48437, 53212, 59329, 58184, 54485, 59138, 58768, 63597, 60243, 59022, 55563, 56631, 53908, 51558, 50874, 51050, 48750, 51342, 46759, 44982, 44353]"
Another Love,"[19459, 21206, 22459, 25110, 27822, 25204, 25402, 24377, 25565, 41262, 47944, 45827, 49719, 47550, 52672, 50009, 47288, 43702, 40747, 34923, 35290, 34068, 33663, 34572, 34288, 33256, 32788, 32211, 31968, 33881, 32437, 33418, 35467, 34103, 34405, 35385, 34521, 35231, 35211, 35062, 37117, 37562, 37160, 37367, 36222, 36022, 33960, 35734, 41156, 42560, 40125, 41954, 43223, 45234, 43783, 56058, 60123, 62654, 74228, 78344, 83423, 81855, 77059, 78164, 75329, 69883, 66255, 62570, 61398, 61893, 57716, 54408, 51993, 50549, 51351, 51510, 49162, 55862, 55901, 52863, 65117, 69192, 70419, 76536, 80359, 82310, 80562, 79623, 84988, 80272, 78903, 80243, 82648, 87272, 85833, 87262, 83960, 81304, 68605, 73993, 77095, 79626, 77565, 73528, 68378, 65886, 64727, 62504, 60547, 58555, 58708, 58329, 61863, 58352, 60022, 59439, 57277, 53519, 57998, 56018, 53300, 53415, 57686, 55907, 53521, 53726, 50613, 46965, 47633, 49433, 50416, 46954, 46130, 47889, 47727, 50781, 52535, 58634, 60446, 57980, 56806, 56232, 57213, 57105, 56696, 57427, 57161, 55248, 52405, 52339, 47300, 49703, 53461, 54422, 54001, 51226, 49020, 50138, 48873, 47792, 47016, 44310, 48079, 50948, 65402, 56774, 54277, 53663, 50104, 51062, 52537, 54443, 52391, 51162, 50214, 44958, 46437, 47323]"
Üres szívek,"[88460, 110738, 100275, 94493, 84710, 80831, 76879, 64184, 64449, 66590, 63572, 58815, 55911, 56253, 53047, 49811, 49002, 46547, 43736, 44656, 48741, 49968, 50135, 48500, 39891, 35454, 35199, 32763, 36005, 47055, 42014, 45684, 51419, 33274, 29501, 27972, 28988, 26601, 25436, 23433, 22739, 23212, 24797, 25885, 29472, 29549, 26883, 23667, 24531, 23698, 23409, 22390]"
We're Good,"[58509, 47833, 48631, 45753, 43195, 45373, 44151, 39163, 37629, 34572, 35357, 33629, 32381, 31233, 28569, 29156, 30758, 30349, 29468, 30836, 31187, 29558, 25201, 23501, 23049, 23031, 22601, 20839]"
Big (feat. Gunna),"[26571, 19531, 19964, 21510, 23763, 23603, 23097, 24161, 26054, 26336, 26108, 25314, 24679, 23970, 22733, 22483, 21621, 21986]"
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,"[22996, 36697, 39613, 47498, 45310, 45968, 49138, 45292, 49992, 57789, 61230, 62884, 64944, 69027, 70655, 67927, 70255, 73092, 73836, 72224, 71432, 71392, 69087, 66141, 64681, 64592, 65114, 57344, 54316, 49640, 48797, 43671, 39942, 37638, 35671, 33785, 32982, 29387, 27899, 26098, 24624, 25952, 27171, 26480, 26383, 24853, 23985, 22559, 22602, 22786]"
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"[19309, 24001, 34617, 44543, 56155, 63773, 80946, 83515, 97775, 105861, 115988, 123221, 125102, 130069, 135795, 134351, 145876, 153563, 151813, 150418, 146549, 145152, 138336, 136733, 131247, 129712, 127952, 119121, 106300, 99501, 96842, 91148, 86815, 81956, 78106, 75753, 76201, 67069, 64145, 60128, 59597, 59489, 62094, 57121, 60806, 52297, 72554, 60965, 59511, 56599, 56947, 56458, 56651, 54557, 52314, 51104, 52767, 51862, 52560, 48965, 53691, 46293, 46707, 49620, 47952, 49367, 48506, 46772, 48213, 46752, 46606, 44972, 44063, 43434, 42583, 40904, 39549, 39409, 40096, 38206, 37208, 33623, 34471, 32979, 33800, 32237, 31458, 30504, 30490, 30904, 28157, 36000]"
Fiatal bajnokok,"[59539, 65851, 62789, 45532, 35621, 31572, 26784, 24623, 22997, 21462, 19971, 19001, 22310, 24627, 23916, 21542, 24861]"
